-1,name,club_logo,flag,photo,acceleration,sprint_speed,positioning,finishing,shot_power,long_shots,volleys,penalties,vision,crossing,free_kick_accuracy,short_passing,long_passing,curve,agility,balance,reactions,ball_control,dribbling,composure,interceptions,heading_accuracy,marking,standing_tackle,sliding_tackle,jumping,stamina,strength,aggression,position
100,Aduriz,https://cdn.sofifa.org/18/teams/448.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/106231.png,69,70,86,85,83,80,84,75,73,54,54,73,52,61,53,57,85,82,79,87,23,94,46,44,49,94,64,85,82,st
101,Juan Mata,https://cdn.sofifa.org/18/teams/11.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/178088.png,71,63,83,79,75,70,71,81,87,84,84,86,77,84,85,89,84,87,82,85,39,59,25,28,21,72,77,43,52,mid
102,S. Khedira,https://cdn.sofifa.org/18/teams/45.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/179846.png,60,68,80,69,82,78,76,69,82,72,68,85,81,68,59,52,86,81,78,84,86,76,76,82,78,68,78,89,82,mid
103,Willian,https://cdn.sofifa.org/18/teams/5.png,https://cdn.sofifa.org/flags/54@3x.png,https://cdn.sofifa.org/18/players/180403.png,91,86,80,77,71,81,59,70,83,77,85,82,77,82,89,81,83,86,87,79,55,29,43,58,51,46,87,62,44,mid
104,I. Perisic,https://cdn.sofifa.org/18/teams/44.png,https://cdn.sofifa.org/flags/10@3x.png,https://cdn.sofifa.org/18/players/181458.png,81,87,84,79,83,80,80,76,78,84,76,78,72,73,78,67,80,83,83,80,42,78,26,45,45,82,86,75,59,mid
105,Bernardo Silva,https://cdn.sofifa.org/18/teams/10.png,https://cdn.sofifa.org/flags/38@3x.png,https://cdn.sofifa.org/18/players/218667.png,85,78,77,76,72,64,66,64,85,79,63,84,78,79,88,86,84,89,91,84,49,51,46,44,35,53,80,54,58,win
106,S. Mane,https://cdn.sofifa.org/18/teams/9.png,https://cdn.sofifa.org/flags/136@3x.png,https://cdn.sofifa.org/18/players/208722.png,94,92,84,83,77,69,68,71,78,72,64,77,71,74,89,85,80,84,86,78,31,53,33,35,38,75,82,72,73,win
107,Pedro,https://cdn.sofifa.org/18/teams/5.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/189505.png,84,80,84,81,71,78,70,66,77,78,57,83,70,81,84,82,84,87,84,78,49,55,30,32,31,67,78,56,56,win
108,Carvajal,https://cdn.sofifa.org/18/teams/243.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/204963.png,76,86,61,41,64,36,34,45,57,83,47,81,71,72,82,79,81,83,76,74,82,65,85,85,86,76,84,75,81,wb
109,Dani Alves,https://cdn.sofifa.org/18/teams/73.png,https://cdn.sofifa.org/flags/54@3x.png,https://cdn.sofifa.org/18/players/146530.png,79,84,74,55,86,78,68,70,78,86,74,83,77,80,85,87,79,86,84,82,81,72,73,79,83,80,76,55,78,wb
110,D. Payet,https://cdn.sofifa.org/18/teams/219.png,https://cdn.sofifa.org/flags/18@3x.png,https://cdn.sofifa.org/18/players/177388.png,76,72,77,76,78,83,79,76,87,84,91,85,82,90,79,80,75,90,89,83,37,59,29,36,39,48,73,74,57,mid
111,S. N'Zonzi,https://cdn.sofifa.org/18/teams/481.png,https://cdn.sofifa.org/flags/18@3x.png,https://cdn.sofifa.org/18/players/187936.png,52,61,70,64,79,66,55,57,77,59,42,82,78,73,43,31,82,82,72,85,85,79,75,83,78,75,86,91,87,mid
112,Adrien Silva,,https://cdn.sofifa.org/flags/38@3x.png,https://cdn.sofifa.org/18/players/184826.png,64,65,75,71,83,80,75,85,85,78,75,83,84,79,73,67,77,85,82,82,84,61,80,78,73,56,89,62,79,mid
113,A. Lallana,https://cdn.sofifa.org/18/teams/9.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/180819.png,74,72,77,79,72,72,72,70,83,74,66,86,77,77,83,76,78,86,85,80,68,67,60,67,62,73,90,67,74,mid
114,E. Banega,https://cdn.sofifa.org/18/teams/481.png,https://cdn.sofifa.org/flags/52@3x.png,https://cdn.sofifa.org/18/players/178562.png,71,67,75,65,74,77,65,67,85,80,81,88,85,83,84,86,78,85,83,82,70,45,57,69,61,58,66,67,69,mid
115,Borja Valero,https://cdn.sofifa.org/18/teams/44.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/161956.png,73,67,76,67,72,70,70,72,86,78,76,89,86,78,80,82,84,88,86,80,70,60,58,66,62,67,74,66,52,mid
116,M. Schneiderlin,https://cdn.sofifa.org/18/teams/7.png,https://cdn.sofifa.org/flags/18@3x.png,https://cdn.sofifa.org/18/players/177358.png,67,68,65,61,71,56,56,56,73,65,61,86,80,68,73,71,81,84,74,83,84,71,76,82,80,70,89,77,83,mid
117,M. Dembele,https://cdn.sofifa.org/18/teams/18.png,https://cdn.sofifa.org/flags/7@3x.png,https://cdn.sofifa.org/18/players/162240.png,75,77,71,66,85,72,73,67,79,65,55,86,80,65,82,74,80,86,87,89,80,69,70,80,71,77,77,92,74,mid
118,Oscar,,https://cdn.sofifa.org/flags/54@3x.png,https://cdn.sofifa.org/18/players/188152.png,75,74,81,75,76,77,63,68,83,70,77,83,78,77,86,80,81,84,81,83,34,54,37,50,47,66,76,36,31,mid
119,K. Mbappe,https://cdn.sofifa.org/18/teams/73.png,https://cdn.sofifa.org/flags/18@3x.png,https://cdn.sofifa.org/18/players/231747.png,89,90,79,87,79,68,74,70,77,70,58,78,68,75,78,76,79,87,86,80,49,76,41,44,40,71,83,74,62,st
120,A. Belotti,https://cdn.sofifa.org/18/teams/54.png,https://cdn.sofifa.org/flags/27@3x.png,https://cdn.sofifa.org/18/players/208596.png,80,83,85,88,81,67,80,77,61,42,56,68,42,64,79,75,78,78,78,78,31,84,15,23,32,83,84,85,83,st
121,N. Keita,https://cdn.sofifa.org/18/teams/112172.png,https://cdn.sofifa.org/flags/118@3x.png,https://cdn.sofifa.org/18/players/220971.png,82,66,74,74,76,66,59,58,81,62,47,88,78,63,90,90,84,88,90,79,79,42,55,63,61,56,88,59,77,mid
122,J. Pastore,https://cdn.sofifa.org/18/teams/73.png,https://cdn.sofifa.org/flags/52@3x.png,https://cdn.sofifa.org/18/players/191180.png,69,72,78,73,78,76,78,75,86,77,69,87,83,83,79,58,83,87,88,79,69,63,49,59,51,49,67,64,65,mid
123,G. Bonaventura,https://cdn.sofifa.org/18/teams/47.png,https://cdn.sofifa.org/flags/27@3x.png,https://cdn.sofifa.org/18/players/189125.png,78,78,78,70,84,86,78,68,82,82,78,84,80,78,81,77,82,85,83,82,72,60,60,72,68,69,87,69,68,mid
124,S. Kagawa,https://cdn.sofifa.org/18/teams/22.png,https://cdn.sofifa.org/flags/163@3x.png,https://cdn.sofifa.org/18/players/189358.png,76,65,80,76,56,55,75,78,82,60,63,84,73,74,92,88,81,85,87,81,56,42,30,24,27,66,80,39,30,mid
125,Parejo,https://cdn.sofifa.org/18/teams/461.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/189513.png,55,50,79,75,80,80,72,83,85,84,90,90,87,87,69,72,79,83,78,74,68,63,59,61,51,55,76,72,58,mid
126,Iago Aspas,https://cdn.sofifa.org/18/teams/450.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/192629.png,84,79,85,86,79,80,86,80,68,67,76,80,64,83,88,77,86,84,85,73,36,78,20,21,18,68,70,59,63,st
127,I. Gueye,https://cdn.sofifa.org/18/teams/7.png,https://cdn.sofifa.org/flags/136@3x.png,https://cdn.sofifa.org/18/players/193474.png,78,75,67,50,80,67,32,54,72,60,43,82,74,33,75,82,79,79,75,80,87,69,80,87,85,85,88,76,84,mid
128,A. Valencia,https://cdn.sofifa.org/18/teams/11.png,https://cdn.sofifa.org/flags/57@3x.png,https://cdn.sofifa.org/18/players/167905.png,88,87,75,58,85,62,70,55,71,85,66,77,69,69,75,83,86,81,82,82,80,64,78,83,77,70,90,85,83,wb
129,L. Piszczek,https://cdn.sofifa.org/18/teams/22.png,https://cdn.sofifa.org/flags/37@3x.png,https://cdn.sofifa.org/18/players/173771.png,73,84,73,65,77,68,67,65,72,86,47,78,69,80,66,66,82,76,74,82,81,74,79,84,83,76,79,79,83,wb
130,K. Walker,https://cdn.sofifa.org/18/teams/10.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/188377.png,86,93,66,51,86,68,57,63,69,78,71,75,67,76,70,72,81,76,77,75,78,73,79,84,83,83,90,77,78,wb
131,Danilo Pereira,https://cdn.sofifa.org/18/teams/236.png,https://cdn.sofifa.org/flags/38@3x.png,https://cdn.sofifa.org/18/players/200888.png,67,68,69,56,77,64,55,52,69,50,53,82,79,48,58,60,76,77,76,84,85,76,80,85,78,67,87,89,88,mid
132,Roberto Firmino,https://cdn.sofifa.org/18/teams/9.png,https://cdn.sofifa.org/flags/54@3x.png,https://cdn.sofifa.org/18/players/201942.png,77,77,84,83,79,80,79,72,83,72,67,83,75,80,82,81,82,85,87,78,37,72,30,59,42,81,86,76,66,mid
133,William Carvalho,https://cdn.sofifa.org/18/teams/237.png,https://cdn.sofifa.org/flags/38@3x.png,https://cdn.sofifa.org/18/players/207566.png,52,53,62,56,59,58,50,60,78,66,50,84,86,77,45,50,74,78,79,89,84,73,77,85,71,68,84,88,75,mid
134,E. Forsberg,https://cdn.sofifa.org/18/teams/112172.png,https://cdn.sofifa.org/flags/46@3x.png,https://cdn.sofifa.org/18/players/208448.png,78,72,77,72,75,80,67,64,86,86,77,86,70,81,85,83,80,85,82,79,43,45,23,26,17,53,76,63,62,mid
135,Fabinho,https://cdn.sofifa.org/18/teams/69.png,https://cdn.sofifa.org/flags/54@3x.png,https://cdn.sofifa.org/18/players/209499.png,73,75,68,66,75,53,30,91,72,79,45,82,74,71,71,69,79,80,75,80,83,75,79,88,85,77,89,80,83,mid
136,B. Dost,https://cdn.sofifa.org/18/teams/237.png,https://cdn.sofifa.org/flags/34@3x.png,https://cdn.sofifa.org/18/players/189068.png,54,64,88,87,83,74,85,81,68,38,32,74,37,62,38,35,85,73,64,78,39,93,29,48,26,55,84,89,72,st
137,C. Immobile,https://cdn.sofifa.org/18/teams/46.png,https://cdn.sofifa.org/flags/27@3x.png,https://cdn.sofifa.org/18/players/192387.png,81,85,86,86,86,76,86,78,62,55,51,70,49,70,77,63,85,80,79,81,40,75,31,33,32,77,77,74,77,st
138,O. Dembele,https://cdn.sofifa.org/18/teams/241.png,https://cdn.sofifa.org/flags/18@3x.png,https://cdn.sofifa.org/18/players/231443.png,93,89,78,77,82,65,76,75,84,77,65,74,68,78,90,85,82,85,92,73,36,43,29,30,33,59,74,47,54,win
139,T. Lemar,https://cdn.sofifa.org/18/teams/69.png,https://cdn.sofifa.org/flags/18@3x.png,https://cdn.sofifa.org/18/players/213565.png,86,84,76,78,82,76,75,68,82,82,81,82,71,81,85,84,76,86,88,79,66,54,63,59,63,72,79,69,63,win
140,M. Salah,https://cdn.sofifa.org/18/teams/9.png,https://cdn.sofifa.org/flags/111@3x.png,https://cdn.sofifa.org/18/players/209331.png,93,93,83,79,71,62,71,61,78,73,60,79,65,70,86,84,82,87,87,75,55,59,37,43,41,70,77,61,63,win
141,R. Mahrez,https://cdn.sofifa.org/18/teams/95.png,https://cdn.sofifa.org/flags/97@3x.png,https://cdn.sofifa.org/18/players/204485.png,85,80,79,74,76,72,71,72,79,81,75,78,74,79,92,85,75,88,88,82,38,45,25,23,19,62,75,51,40,win
142,Vitolo,https://cdn.sofifa.org/18/teams/472.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/199715.png,81,79,80,79,77,73,75,74,78,80,62,81,82,76,75,63,80,85,86,70,25,65,25,21,23,70,81,81,61,win
143,Jose Callejon,https://cdn.sofifa.org/18/teams/48.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/185020.png,90,90,88,76,78,80,84,62,78,77,65,75,51,65,85,81,80,84,82,79,40,65,24,32,32,73,92,55,54,win
144,N. Gaitan,https://cdn.sofifa.org/18/teams/240.png,https://cdn.sofifa.org/flags/52@3x.png,https://cdn.sofifa.org/18/players/184144.png,84,79,79,73,72,74,81,71,82,82,72,81,78,88,87,81,84,84,85,80,40,54,30,42,43,68,69,46,57,win
145,M. Mandžukic,https://cdn.sofifa.org/18/teams/45.png,https://cdn.sofifa.org/flags/10@3x.png,https://cdn.sofifa.org/18/players/181783.png,68,76,89,84,78,58,86,76,74,72,49,75,65,64,67,53,86,77,74,80,66,90,56,64,64,85,87,87,88,win
146,Nani,https://cdn.sofifa.org/18/teams/46.png,https://cdn.sofifa.org/flags/38@3x.png,https://cdn.sofifa.org/18/players/139068.png,84,78,77,75,85,83,75,72,80,82,79,81,79,86,92,77,80,86,87,79,31,46,15,22,20,39,74,62,62,win
147,Quaresma,https://cdn.sofifa.org/18/teams/327.png,https://cdn.sofifa.org/flags/38@3x.png,https://cdn.sofifa.org/18/players/20775.png,85,82,75,70,83,83,80,74,80,88,78,79,75,92,91,84,78,87,89,79,24,41,10,17,13,63,69,54,62,win
148,L. Goretzka,https://cdn.sofifa.org/18/teams/34.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/209658.png,85,85,79,72,77,78,68,60,82,75,75,84,79,76,76,72,84,82,80,81,82,75,74,79,78,67,86,68,84,mid
149,Y. Toure,https://cdn.sofifa.org/18/teams/10.png,https://cdn.sofifa.org/flags/108@3x.png,https://cdn.sofifa.org/18/players/20289.png,61,64,80,82,86,80,68,89,85,67,86,84,81,82,58,56,82,82,78,83,60,72,68,77,74,63,73,92,78,mid
150,D. De Rossi,https://cdn.sofifa.org/18/teams/52.png,https://cdn.sofifa.org/flags/27@3x.png,https://cdn.sofifa.org/18/players/53302.png,69,68,55,50,81,74,74,75,72,57,71,82,82,62,68,72,80,78,64,84,87,81,75,84,82,78,78,83,84,mid
151,W. Sneijder,https://cdn.sofifa.org/18/teams/72.png,https://cdn.sofifa.org/flags/34@3x.png,https://cdn.sofifa.org/18/players/139869.png,70,69,74,72,86,84,80,76,88,86,86,84,86,88,77,85,77,85,82,83,45,32,32,41,37,30,62,57,55,mid
152,Santi Cazorla,https://cdn.sofifa.org/18/teams/1.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/146562.png,68,63,79,75,77,78,72,80,86,85,78,86,83,86,79,91,82,87,85,88,65,58,58,64,52,70,68,59,64,mid
153,L. Biglia,https://cdn.sofifa.org/18/teams/47.png,https://cdn.sofifa.org/flags/52@3x.png,https://cdn.sofifa.org/18/players/158963.png,70,68,55,50,77,75,78,72,80,74,76,86,84,71,76,78,82,85,77,80,84,54,70,80,78,62,82,70,83,mid
154,Jonas,https://cdn.sofifa.org/18/teams/234.png,https://cdn.sofifa.org/flags/54@3x.png,https://cdn.sofifa.org/18/players/176769.png,66,65,86,87,83,84,85,84,83,70,77,74,70,85,77,69,85,88,84,87,34,79,23,36,25,69,71,63,61,st
155,S. Giovinco,https://cdn.sofifa.org/18/teams/111651.png,https://cdn.sofifa.org/flags/27@3x.png,https://cdn.sofifa.org/18/players/184431.png,88,81,84,83,79,81,75,77,82,73,89,79,75,86,92,93,82,87,86,88,26,34,23,29,28,34,77,42,75,st
156,J. Mascherano,https://cdn.sofifa.org/18/teams/241.png,https://cdn.sofifa.org/flags/52@3x.png,https://cdn.sofifa.org/18/players/142754.png,67,64,51,42,76,55,51,60,68,63,50,79,75,63,72,78,83,80,58,86,88,68,81,83,82,75,76,74,88,mid
157,Joao Mario,https://cdn.sofifa.org/18/teams/44.png,https://cdn.sofifa.org/flags/38@3x.png,https://cdn.sofifa.org/18/players/212814.png,71,75,80,66,77,73,69,66,82,77,67,83,78,74,81,70,82,85,84,85,78,55,67,75,61,63,84,69,61,mid
158,E. Garay,https://cdn.sofifa.org/18/teams/461.png,https://cdn.sofifa.org/flags/52@3x.png,https://cdn.sofifa.org/18/players/170481.png,39,46,49,58,80,68,49,69,63,62,74,69,72,55,57,38,77,73,62,79,84,85,84,85,82,79,74,85,74,cb
159,J. Matip,https://cdn.sofifa.org/18/teams/9.png,https://cdn.sofifa.org/flags/103@3x.png,https://cdn.sofifa.org/18/players/197061.png,60,73,51,36,66,48,50,42,72,54,22,77,74,63,58,49,81,71,65,75,85,85,83,85,79,67,73,81,81,cb
160,L. Perrin,https://cdn.sofifa.org/18/teams/1819.png,https://cdn.sofifa.org/flags/18@3x.png,https://cdn.sofifa.org/18/players/159147.png,67,69,58,64,73,67,44,68,63,69,51,74,77,59,64,72,76,74,62,80,82,80,88,88,84,84,79,79,81,cb
161,B. Howedes,https://cdn.sofifa.org/18/teams/45.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/179784.png,62,65,51,48,62,31,38,56,57,58,52,73,64,38,63,61,82,68,60,82,83,84,84,83,83,82,68,81,79,cb
162,O. Toprak,https://cdn.sofifa.org/18/teams/22.png,https://cdn.sofifa.org/flags/48@3x.png,https://cdn.sofifa.org/18/players/185239.png,72,79,35,28,63,36,55,48,59,49,33,74,69,44,64,61,81,72,64,78,84,83,86,85,82,82,68,78,73,cb
163,N. Otamendi,https://cdn.sofifa.org/18/teams/10.png,https://cdn.sofifa.org/flags/52@3x.png,https://cdn.sofifa.org/18/players/192366.png,62,64,49,53,69,56,56,44,45,52,39,71,66,50,69,62,78,64,41,84,85,83,81,83,84,86,76,80,90,cb
164,M. Musacchio,https://cdn.sofifa.org/18/teams/47.png,https://cdn.sofifa.org/flags/52@3x.png,https://cdn.sofifa.org/18/players/186547.png,72,69,50,48,57,53,36,57,64,55,45,78,70,53,72,59,81,73,43,76,85,81,85,84,86,83,70,81,81,cb
165,S. de Vrij,https://cdn.sofifa.org/18/teams/46.png,https://cdn.sofifa.org/flags/34@3x.png,https://cdn.sofifa.org/18/players/198176.png,68,68,32,25,65,60,27,41,50,49,16,71,71,45,61,60,78,71,61,82,85,78,87,86,82,71,69,80,74,cb
166,V. van Dijk,https://cdn.sofifa.org/18/teams/17.png,https://cdn.sofifa.org/flags/34@3x.png,https://cdn.sofifa.org/18/players/203376.png,69,76,41,52,81,64,45,62,59,53,70,76,76,60,57,51,79,73,70,82,83,80,83,85,83,79,76,92,78,cb
167,S. Umtiti,https://cdn.sofifa.org/18/teams/241.png,https://cdn.sofifa.org/flags/18@3x.png,https://cdn.sofifa.org/18/players/205600.png,72,75,58,51,83,74,70,61,58,69,63,79,73,72,68,66,77,75,69,74,86,72,80,85,83,87,79,78,80,cb
168,Marquinhos,https://cdn.sofifa.org/18/teams/73.png,https://cdn.sofifa.org/flags/54@3x.png,https://cdn.sofifa.org/18/players/207865.png,69,72,46,33,53,35,31,31,51,72,32,80,78,49,66,68,81,76,65,79,84,80,85,85,86,85,75,74,80,cb
169,N. Sule,https://cdn.sofifa.org/18/teams/21.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/212190.png,51,76,26,20,77,62,29,32,30,30,30,76,61,28,33,32,80,63,42,72,82,85,81,86,82,38,65,94,81,cb
170,J. Gimenez,https://cdn.sofifa.org/18/teams/240.png,https://cdn.sofifa.org/flags/60@3x.png,https://cdn.sofifa.org/18/players/216460.png,68,72,24,37,72,48,30,38,27,47,44,68,58,36,57,50,76,56,47,73,85,79,85,84,87,90,68,84,89,cb
171,L. Stindl,https://cdn.sofifa.org/18/teams/23.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/187072.png,74,69,86,84,84,86,86,80,83,76,69,83,69,79,71,78,84,83,78,83,70,64,63,65,57,73,82,70,74,st
172,K. Gameiro,https://cdn.sofifa.org/18/teams/240.png,https://cdn.sofifa.org/flags/18@3x.png,https://cdn.sofifa.org/18/players/176600.png,88,86,86,84,84,76,78,85,76,70,70,79,72,76,82,77,85,80,76,85,38,67,23,33,39,84,76,64,66,st
173,J. Hernandez,https://cdn.sofifa.org/18/teams/19.png,https://cdn.sofifa.org/flags/83@3x.png,https://cdn.sofifa.org/18/players/178224.png,84,75,87,87,76,69,79,76,72,62,52,70,55,67,81,83,83,79,76,81,26,82,22,29,25,82,68,53,59,st
174,O. Giroud,https://cdn.sofifa.org/18/teams/1.png,https://cdn.sofifa.org/flags/18@3x.png,https://cdn.sofifa.org/18/players/178509.png,51,55,83,83,85,74,82,81,75,64,65,77,56,70,59,52,82,82,72,78,41,90,26,37,20,82,74,90,76,st
175,M. Kruse,https://cdn.sofifa.org/18/teams/38.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/183574.png,74,69,85,86,81,80,80,89,84,81,69,83,80,80,75,76,85,86,82,86,41,63,32,38,34,66,76,69,63,st
176,M. Balotelli,https://cdn.sofifa.org/18/teams/72.png,https://cdn.sofifa.org/flags/27@3x.png,https://cdn.sofifa.org/18/players/186627.png,77,82,77,84,89,74,74,92,70,68,78,75,55,78,70,50,68,85,81,81,30,66,16,22,20,75,66,85,70,st
177,R. Sterling,https://cdn.sofifa.org/18/teams/10.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/202652.png,94,92,81,73,68,70,59,63,75,73,49,81,67,64,91,92,79,84,85,74,26,38,48,58,54,60,75,64,34,win
178,Willian Jose,https://cdn.sofifa.org/18/teams/457.png,https://cdn.sofifa.org/flags/54@3x.png,https://cdn.sofifa.org/18/players/195093.png,65,68,85,84,83,76,80,80,63,54,71,79,48,68,60,50,81,80,79,73,35,84,29,32,30,72,67,87,65,st
179,H. Son,https://cdn.sofifa.org/18/teams/18.png,https://cdn.sofifa.org/flags/167@3x.png,https://cdn.sofifa.org/18/players/200104.png,87,86,83,83,83,86,73,71,78,75,70,78,64,81,79,77,81,82,85,78,29,65,17,19,23,65,80,62,60,st
180,F. Vazquez,https://cdn.sofifa.org/18/teams/481.png,https://cdn.sofifa.org/flags/27@3x.png,https://cdn.sofifa.org/18/players/207471.png,62,66,74,75,76,83,81,67,85,73,68,85,76,82,73,48,81,88,86,83,54,68,33,40,37,49,72,79,80,st
181,C. Bacca,https://cdn.sofifa.org/18/teams/483.png,https://cdn.sofifa.org/flags/56@3x.png,https://cdn.sofifa.org/18/players/207664.png,76,78,87,87,76,60,80,80,66,60,58,72,50,72,76,77,80,81,79,80,34,76,12,16,14,77,67,74,62,st
182,Q. Promes,https://cdn.sofifa.org/18/teams/100767.png,https://cdn.sofifa.org/flags/34@3x.png,https://cdn.sofifa.org/18/players/208808.png,86,91,79,82,82,83,68,72,81,75,76,76,69,75,87,78,81,82,83,78,27,60,25,24,27,82,81,61,60,st
183,C. Vela,https://cdn.sofifa.org/18/teams/457.png,https://cdn.sofifa.org/flags/83@3x.png,https://cdn.sofifa.org/18/players/169416.png,87,81,81,81,73,80,84,72,80,80,71,81,63,80,86,79,77,81,82,79,37,64,12,22,14,69,68,68,57,st
184,D. Sturridge,https://cdn.sofifa.org/18/teams/9.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/171833.png,74,78,84,83,83,80,75,75,74,62,68,74,62,62,75,64,82,81,80,81,22,73,15,24,12,72,68,71,60,st
185,Andre Gomes,https://cdn.sofifa.org/18/teams/241.png,https://cdn.sofifa.org/flags/38@3x.png,https://cdn.sofifa.org/18/players/211575.png,71,66,77,68,80,73,63,55,83,61,68,84,83,82,67,64,79,80,81,78,76,69,65,77,64,58,78,85,81,mid
186,M. Gomez,https://cdn.sofifa.org/18/teams/175.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/150418.png,68,75,84,84,82,78,78,74,62,62,36,69,50,68,63,53,81,75,74,85,20,83,20,24,20,76,69,86,72,st
187,Raffael,https://cdn.sofifa.org/18/teams/23.png,https://cdn.sofifa.org/flags/54@3x.png,https://cdn.sofifa.org/18/players/144622.png,77,68,82,81,77,78,75,72,83,73,73,84,77,80,84,83,84,87,87,79,53,63,29,42,31,71,74,63,66,st
188,David Villa,https://cdn.sofifa.org/18/teams/112828.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/113422.png,72,67,86,86,81,79,79,88,75,71,80,76,67,83,75,75,83,85,83,83,29,67,22,28,38,67,76,66,67,st
189,Roque Mesa,https://cdn.sofifa.org/18/teams/1960.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/204277.png,76,78,67,67,63,54,34,42,75,67,48,89,80,46,77,89,79,82,72,79,81,32,72,79,80,77,92,69,92,mid
190,Manu Trigueros,https://cdn.sofifa.org/18/teams/483.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/206545.png,73,73,77,71,81,80,63,65,83,69,69,86,82,78,78,71,81,84,81,73,69,76,53,73,58,83,79,63,68,mid
191,M. Kovacic,https://cdn.sofifa.org/18/teams/243.png,https://cdn.sofifa.org/flags/10@3x.png,https://cdn.sofifa.org/18/players/207410.png,85,77,69,62,79,75,76,59,88,73,68,87,82,78,76,79,68,87,88,72,70,42,52,69,63,63,83,65,71,mid
192,Saul,https://cdn.sofifa.org/18/teams/240.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/208421.png,72,73,79,71,74,70,30,54,79,69,60,85,80,63,76,68,82,84,82,80,78,83,69,82,77,79,80,76,66,mid
193,T. Werner,https://cdn.sofifa.org/18/teams/112172.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/212188.png,93,92,85,86,74,67,81,68,57,69,42,76,55,62,79,76,84,82,81,70,37,74,17,20,19,77,78,59,63,st
194,J. Seri,https://cdn.sofifa.org/18/teams/72.png,https://cdn.sofifa.org/flags/108@3x.png,https://cdn.sofifa.org/18/players/216451.png,84,77,77,69,78,76,47,67,84,72,81,87,84,77,83,86,77,84,79,83,74,60,73,75,69,76,79,72,73,mid
195,N. Fekir,https://cdn.sofifa.org/18/teams/66.png,https://cdn.sofifa.org/flags/18@3x.png,https://cdn.sofifa.org/18/players/216594.png,79,80,79,78,84,76,75,72,78,76,73,80,72,80,84,91,76,88,88,85,28,49,24,33,30,69,74,78,71,mid
196,C. Tolisso,https://cdn.sofifa.org/18/teams/21.png,https://cdn.sofifa.org/flags/18@3x.png,https://cdn.sofifa.org/18/players/219683.png,79,69,79,75,82,78,62,70,79,67,73,85,82,66,77,73,82,80,77,74,76,82,72,78,71,89,86,81,81,mid
