,overall,ball_control,reactions
1836,75,74,67
1837,75,72,74
1839,75,80,64
1841,75,75,70
1842,75,63,73
1843,75,77,70
1844,75,75,76
1845,75,72,70
1846,75,75,73
1847,75,63,69
1848,75,74,70
1849,75,62,67
1850,75,76,72
1851,75,71,73
1852,75,78,64
1853,75,73,66
1854,75,75,75
1855,75,58,65
1856,75,74,70
1857,75,76,64
1858,75,75,74
1859,75,77,76
1860,75,76,71
1861,75,79,72
1863,75,78,70
1864,75,76,75
1865,75,74,68
1866,75,77,74
1867,75,65,69
1868,75,73,73
1869,75,72,68
1870,75,74,79
1871,75,78,75
1872,75,79,82
1873,75,73,72
1874,75,67,73
1875,75,69,78
1877,75,73,74
1878,75,76,72
1879,75,74,71
1880,75,75,73
1883,75,77,76
1884,75,78,75
1885,75,68,76
1886,75,62,67
1887,75,74,73
1888,75,71,72
1889,75,75,70
1890,75,74,74
1891,75,74,74
1892,75,73,71
1894,75,78,74
1895,75,72,70
1896,75,64,70
1897,75,73,74
1898,75,76,75
1899,75,77,76
1900,75,76,74
1901,75,73,78
1902,75,77,76
1903,75,73,82
1904,75,75,72
1905,75,66,66
1906,75,73,77
1907,75,67,70
1908,75,80,69
1909,75,77,77
1910,75,60,72
1911,75,62,67
1912,75,71,76
1914,75,78,70
1915,75,75,73
1916,75,75,71
1917,75,63,65
1918,75,72,66
1919,75,71,68
1920,75,70,72
1921,75,59,67
1922,75,60,72
1923,75,56,67
1924,75,74,74
1925,75,76,73
1926,75,74,64
1929,75,70,70
1930,75,63,73
1931,75,53,69
1932,75,74,69
1933,75,77,73
1934,75,82,71
1935,75,74,76
1936,75,81,70
1937,75,55,60
1938,75,47,73
1940,75,56,69
1941,75,80,65
1942,75,76,72
1943,75,80,73
1944,75,74,73
1945,75,79,79
1946,75,73,77
1947,75,73,77
1948,75,75,72
1949,75,67,72
1950,75,74,69
1951,75,78,68
1952,75,75,73
1953,75,75,65
1954,75,77,74
1956,75,78,70
1957,75,75,69
1958,75,74,73
1959,75,68,70
1960,75,75,72
1961,75,62,70
1964,75,85,71
1965,75,74,74
1966,75,58,73
1967,75,68,72
1968,75,62,72
1969,75,76,73
1970,75,69,70
1971,75,76,77
1972,75,73,76
1973,75,72,73
1974,75,81,72
1975,75,73,81
1976,75,70,71
1977,75,74,75
1978,75,68,75
1979,75,74,73
1980,75,84,76
1981,75,80,70
1982,75,68,69
1984,75,74,74
1985,75,74,73
1986,75,54,67
1987,75,74,67
1988,75,72,76
1989,75,71,67
1990,75,75,75
1991,75,67,69
1992,75,75,71
1993,75,75,69
1994,75,76,68
1995,75,60,78
1996,75,71,70
1997,75,55,67
1998,75,60,67
1999,75,76,67
2001,75,77,70
2002,75,84,75
2003,75,60,73
2004,75,74,74
2005,75,60,71
2006,75,74,75
2007,75,74,66
2008,75,76,72
2009,75,78,74
2010,75,79,67
2011,75,67,74
2012,74,64,71
2013,74,67,70
2014,74,83,80
2015,74,70,72
2016,74,75,73
2017,74,55,71
2019,74,74,72
2020,74,80,75
2021,74,72,71
2022,74,67,73
2023,74,67,72
2024,74,71,67
2026,74,54,73
2027,74,70,75
2029,74,72,76
2030,74,76,72
2031,74,55,64
2032,74,57,75
2033,74,65,67
2034,74,70,74
2036,74,76,70
2037,74,75,70
2038,74,77,73
2039,74,76,74
2041,74,74,74
2043,74,70,82
2044,74,72,72
2045,74,48,71
2046,74,69,73
2047,74,71,68
2048,74,74,67
2049,74,75,65
2050,74,44,72
2051,74,79,66
2052,74,71,79
2053,74,69,61
2054,74,69,78
2055,74,72,74
2056,74,75,75
2057,74,68,75
2058,74,80,74
2059,74,67,72
2060,74,62,76
2062,74,76,68
2063,74,53,66
2064,74,74,72
2065,74,66,67
2066,74,74,68
2067,74,73,73
2068,74,76,65
2069,74,73,63
2070,74,74,71
2071,74,75,73
2072,74,66,70
2073,74,75,75
2074,74,76,64
2075,74,69,73
2076,74,78,63
2077,74,74,77
2078,74,80,74
2079,74,75,68
2080,74,61,69
2081,74,71,66
2082,74,75,74
2083,74,76,81
2084,74,66,68
2085,74,83,69
2086,74,78,68
2088,74,60,71
2089,74,76,73
2090,74,78,81
2091,74,76,71
2092,74,75,74
2093,74,74,70
2094,74,78,71
2095,74,69,68
2096,74,72,71
2098,74,76,65
2099,74,53,72
2100,74,68,74
2101,74,73,78
2102,74,74,74
2103,74,66,65
2104,74,69,72
2106,74,72,74
2107,74,73,72
2108,74,60,76
2109,74,79,73
2110,74,52,70
2111,74,70,74
2112,74,76,70
2113,74,78,67
2114,74,76,73
2115,74,68,76
2116,74,74,71
2117,74,73,70
2118,74,74,67
2119,74,68,72
2120,74,70,72
2121,74,74,75
2122,74,66,74
2123,74,70,73
2125,74,72,75
2126,74,71,73
2127,74,76,70
2128,74,68,72
2129,74,78,73
2130,74,73,71
2131,74,56,70
2132,74,74,77
2134,74,79,59
2135,74,77,82
2136,74,72,71
2137,74,71,73
2138,74,51,71
2139,74,62,65
2141,74,66,71
2142,74,73,73
2143,74,75,70
2144,74,66,77
2145,74,76,75
2147,74,77,73
2148,74,67,64
2150,74,77,71
2151,74,72,72
2152,74,55,64
2153,74,76,65
2154,74,73,74
2155,74,73,76
2156,74,65,68
2157,74,77,69
2158,74,77,75
2160,74,68,75
2161,74,73,68
2162,74,72,74
2163,74,75,70
2164,74,79,62
2166,74,72,74
2167,74,69,75
2168,74,55,71
2169,74,62,68
2170,74,63,67
2171,74,62,70
2172,74,72,76
2173,74,80,67
2174,74,71,69
2175,74,75,70
2176,74,74,73
2177,74,75,73
2178,74,74,70
2179,74,76,68
2180,74,76,68
2181,74,80,66
2182,74,69,69
2183,74,70,72
2184,74,56,73
2185,74,77,72
2186,74,72,68
2187,74,73,73
2188,74,62,65
2189,74,73,68
2190,74,66,78
2191,74,72,74
2192,74,70,79
2193,74,74,69
2194,74,70,82
2195,74,76,67
2196,74,71,75
2197,74,79,72
2198,74,73,66
2199,74,79,73
2200,74,73,70
2201,74,70,69
2202,74,70,65
2204,74,75,78
2205,74,75,75
2206,74,72,74
2207,74,74,80
2208,74,76,73
2209,74,71,77
2211,74,74,75
2212,74,77,70
2213,74,78,61
2214,74,78,73
2215,74,75,70
2216,74,62,70
2217,74,74,72
2218,74,75,82
2219,74,82,65
2220,74,73,72
2221,74,78,73
2222,74,75,75
2223,74,71,73
2224,74,77,73
2225,74,75,68
2226,74,64,63
2228,74,66,68
2230,74,62,69
2231,74,73,81
2232,74,74,70
2235,74,59,64
2236,74,69,79
2237,74,73,67
2238,74,71,72
2239,74,70,68
2240,74,69,73
2241,74,66,69
2242,74,73,80
2243,74,52,59
2244,74,77,72
2245,74,71,77
2246,74,72,73
2247,74,74,73
2248,74,74,70
2250,74,72,65
2251,74,76,74
2252,74,75,70
2253,74,71,74
2254,74,59,61
2255,74,69,75
2256,74,61,75
2257,74,71,74
2259,74,78,79
2260,74,57,69
2261,74,63,64
2262,74,73,71
2263,74,73,63
2264,74,77,66
2265,74,73,71
2266,74,76,76
2267,74,66,74
2269,74,77,78
2270,74,57,66
2271,74,59,67
2272,74,73,76
2273,74,73,81
2274,74,72,75
2275,74,73,72
2276,74,55,68
2277,74,68,68
2278,74,77,67
2279,74,66,66
2280,74,75,70
2281,74,73,75
2282,74,72,74
2283,74,61,62
2284,74,75,71
2285,74,74,69
2286,74,77,71
2287,74,78,74
2288,74,76,75
2289,74,74,73
2290,74,61,71
2291,74,72,70
2292,74,75,74
2293,74,74,64
2294,74,50,73
2296,74,77,74
2297,74,75,67
2298,74,71,76
2299,74,71,84
2300,74,72,78
2301,74,65,73
2302,74,75,72
2303,74,62,70
2304,74,75,71
2306,74,77,67
2307,74,76,74
2308,74,76,75
2309,74,71,69
2310,74,54,70
2311,74,79,66
2312,74,63,69
2313,74,76,75
2314,74,74,80
2315,74,71,77
2316,74,73,81
2317,74,81,69
2318,74,62,66
2319,74,69,71
2320,74,79,63
2321,74,74,72
2322,74,69,66
2323,74,70,73
2324,74,75,76
2325,74,74,74
2326,74,75,70
2327,74,75,78
2328,74,74,70
2329,74,80,65
2330,74,69,71
2331,74,70,70
2332,74,79,66
2333,74,75,70
2334,74,54,62
2335,74,76,71
2336,74,64,67
2337,74,73,67
2338,74,82,70
2339,74,74,72
2340,74,71,77
2341,74,72,74
2343,74,77,73
2344,74,75,68
2345,74,75,75
2347,74,71,72
2348,74,61,75
2349,74,74,68
2350,74,79,68
2351,74,62,69
2352,74,76,67
2353,74,73,57
2354,74,72,71
2355,74,83,72
2356,74,60,66
2357,74,63,66
2359,74,74,72
2360,74,75,75
2361,74,74,76
2362,74,75,68
2363,74,69,68
2364,74,72,75
2366,74,75,65
2367,74,75,75
2368,74,63,75
2369,74,75,65
2370,74,80,72
2371,74,75,75
2372,74,77,70
2373,74,71,68
2374,74,73,71
2375,74,74,69
2376,74,76,68
2377,74,56,62
2378,74,77,69
2379,74,65,69
2380,74,67,70
2381,74,64,71
2382,74,73,69
2383,74,76,70
2385,74,74,73
2387,74,75,75
2388,74,72,64
2389,74,58,72
2390,74,72,73
2391,74,72,69
2392,74,77,71
2393,74,75,70
2394,74,77,72
2395,74,72,72
2396,74,73,74
2397,74,76,74
2399,74,68,68
2400,74,76,69
2401,74,69,72
2402,74,58,63
2403,74,61,74
2404,74,72,70
2405,74,66,73
2406,74,74,72
2408,74,77,70
2409,74,69,73
2410,74,76,73
2411,74,66,63
2412,74,79,64
2413,74,52,68
2414,74,71,73
2415,74,80,72
2416,74,75,72
2417,74,72,70
2418,74,74,77
2419,74,72,76
2422,74,72,63
2424,74,74,66
2425,74,75,71
2427,74,58,67
2428,74,77,68
2429,74,68,70
2430,74,75,72
2431,74,51,69
2432,74,71,73
2433,74,68,65
2434,74,75,71
2435,74,75,74
2436,74,80,73
2437,74,80,73
2438,74,72,66
2439,74,75,72
2440,74,67,64
2441,74,73,82
2442,74,65,67
2444,74,71,73
2446,74,75,70
2447,74,55,64
2448,74,70,77
2449,74,78,71
2451,74,75,69
2452,74,73,71
2453,74,74,73
2454,74,76,65
2455,74,75,72
2456,74,79,58
2457,74,62,68
2458,74,76,65
2459,74,76,72
2461,74,72,72
2462,74,73,76
2463,74,72,72
2464,74,70,73
2465,74,76,80
2466,74,69,73
2467,74,76,67
2468,74,83,72
2469,74,74,71
2470,74,76,68
2472,74,60,66
2473,74,63,55
2474,74,70,65
2475,74,68,74
2476,74,60,69
2477,74,52,68
2478,74,75,75
2480,74,75,71
2482,74,64,68
2484,74,76,67
2485,74,82,82
2487,74,69,68
2488,74,75,70
2489,74,71,69
2490,74,69,79
2491,74,61,63
2492,74,68,74
2493,74,69,68
2495,74,74,69
2496,74,74,69
2497,74,75,72
2498,74,73,71
2499,74,78,72
2500,74,73,76
2501,74,70,70
2502,74,73,68
2503,74,72,70
2504,74,73,76
2505,74,76,65
2506,74,58,69
2508,74,73,81
2509,74,74,73
2510,74,75,71
2511,74,78,75
2512,74,79,66
2514,74,77,72
2515,74,78,76
2516,74,73,68
2517,74,73,72
2518,74,71,74
2519,74,59,71
2520,74,76,74
2521,74,75,76
2522,74,71,73
2523,74,55,66
2524,74,69,72
2525,74,76,75
2527,74,79,72
2528,74,70,69
2529,74,72,74
2530,74,74,72
2531,74,71,74
2532,74,75,69
2533,74,76,74
2534,74,57,72
2535,74,76,76
2536,74,80,64
2537,74,75,78
2538,74,60,70
2539,74,73,73
2540,74,70,67
2541,74,60,74
2544,74,75,75
2547,74,76,71
2548,74,74,71
2549,74,77,70
2550,74,75,69
2551,74,77,74
2552,74,51,71
2553,74,69,72
2554,74,72,66
2555,74,74,69
2556,74,74,68
2557,74,75,70
2558,74,61,67
2559,74,77,67
2560,74,78,69
2562,74,78,70
2563,74,59,72
2564,74,73,65
2566,74,66,66
2567,74,80,74
2568,74,68,74
2569,74,68,73
2570,74,76,74
2571,74,69,67
2572,74,69,69
2573,74,77,71
2574,74,75,75
2575,74,72,72
2576,74,68,67
2577,74,74,69
2578,74,75,74
2579,74,75,68
2580,74,54,67
2581,73,75,69
2582,73,73,73
2583,73,72,71
2584,73,71,74
2586,73,68,65
2587,73,72,65
2588,73,65,64
2589,73,73,69
2591,73,70,72
2592,73,77,58
2593,73,74,70
2594,73,74,67
2595,73,67,72
2596,73,58,68
2597,73,77,68
2598,73,67,84
2599,73,65,69
2600,73,69,65
2601,73,68,72
2602,73,75,70
2603,73,62,68
2604,73,74,70
2605,73,72,70
2606,73,71,63
2607,73,61,66
2609,73,75,74
2610,73,75,65
2611,73,74,72
2612,73,76,75
2613,73,63,68
2614,73,76,69
2615,73,74,70
2616,73,72,70
2618,73,74,69
2619,73,71,67
2621,73,74,63
2622,73,65,78
2623,73,71,74
2624,73,75,74
2625,73,77,70
2626,73,79,66
2627,73,75,71
2628,73,71,72
2629,73,71,64
2630,73,56,65
2631,73,70,64
2632,73,69,63
2633,73,74,73
2636,73,73,66
2637,73,69,77
2638,73,56,70
2639,73,75,67
2641,73,72,70
2642,73,78,69
2643,73,68,66
2644,73,61,69
2645,73,74,78
2646,73,71,68
2647,73,70,71
2648,73,70,68
2650,73,72,74
2651,73,72,69
2652,73,72,71
2653,73,77,68
2654,73,73,62
2656,73,72,75
2657,73,73,68
2658,73,77,70
2659,73,75,75
2660,73,60,63
2661,73,65,74
2662,73,67,64
2663,73,69,73
2664,73,71,69
2666,73,68,71
2667,73,66,74
2669,73,71,67
2670,73,74,72
2671,73,63,66
2672,73,73,66
2673,73,68,70
2674,73,57,62
2675,73,72,70
2676,73,73,68
2677,73,73,61
2678,73,71,70
2679,73,71,54
2680,73,69,74
2681,73,76,71
2682,73,73,71
2683,73,54,75
2684,73,72,57
2685,73,71,69
2686,73,73,69
2687,73,72,68
2688,73,73,77
2689,73,66,68
2690,73,75,76
2691,73,76,68
2692,73,67,72
2693,73,74,74
2694,73,64,72
2695,73,71,64
2696,73,75,64
2697,73,73,68
2698,73,69,73
2699,73,68,73
2700,73,75,73
2701,73,76,71
2702,73,72,72
2703,73,68,74
2704,73,69,63
2705,73,68,70
2706,73,63,61
2707,73,71,69
2708,73,72,67
2709,73,69,72
2710,73,66,73
2711,73,69,75
2712,73,64,62
2713,73,58,70
2714,73,71,66
2715,73,75,74
2716,73,76,64
2717,73,55,66
2718,73,56,69
2719,73,52,70
2720,73,68,62
2721,73,70,68
2722,73,73,70
2723,73,68,73
2724,73,71,74
2725,73,59,66
2726,73,76,72
2728,73,76,73
2729,73,78,68
2730,73,68,65
2731,73,76,59
2732,73,74,68
2733,73,62,74
2734,73,73,74
2735,73,59,60
2736,73,66,69
2737,73,72,70
2738,73,76,75
2740,73,48,79
2741,73,72,71
2743,73,75,75
2744,73,69,70
2745,73,75,67
2747,73,75,67
2748,73,66,69
2749,73,73,68
2750,73,63,66
2752,73,72,64
2753,73,50,62
2754,73,76,68
2755,73,64,68
2756,73,76,71
2757,73,74,68
2758,73,74,69
2759,73,68,67
2760,73,65,73
2761,73,79,75
2762,73,57,71
2763,73,68,72
2764,73,76,75
2765,73,73,66
2766,73,75,71
2767,73,70,67
2768,73,55,68
2769,73,71,72
2771,73,63,73
2773,73,53,65
2774,73,66,69
2775,73,71,72
2776,73,75,70
2777,73,64,68
2778,73,66,78
2779,73,71,63
2780,73,50,73
2781,73,77,71
2782,73,65,73
2783,73,72,76
2784,73,77,70
2785,73,70,74
2786,73,70,67
2787,73,69,75
2788,73,68,70
2789,73,43,73
2790,73,76,68
2791,73,66,64
2792,73,73,74
2793,73,72,73
2794,73,74,67
2795,73,71,68
2796,73,72,72
2797,73,75,67
2798,73,76,73
2799,73,66,68
2800,73,84,64
2801,73,70,74
2803,73,66,70
2804,73,59,68
2805,73,74,72
2806,73,67,70
2807,73,66,70
2808,73,77,68
2809,73,53,61
2810,73,75,63
2811,73,73,59
2812,73,68,71
2813,73,71,73
2814,73,65,70
2815,73,64,65
2816,73,76,64
2817,73,72,74
2818,73,68,69
2819,73,55,73
2820,73,74,68
2821,73,70,68
2822,73,72,72
2823,73,77,66
2824,73,69,72
2825,73,63,72
2826,73,73,71
2827,73,75,76
2828,73,54,60
2829,73,66,68
2830,73,68,78
2831,73,66,68
2832,73,56,62
2833,73,70,75
2834,73,75,65
2835,73,71,77
2836,73,73,74
2837,73,76,68
2838,73,77,74
2839,73,66,73
2841,73,77,76
2842,73,77,68
2843,73,75,66
2844,73,73,77
2846,73,73,73
2847,73,72,76
2849,73,67,75
2850,73,62,70
2851,73,78,72
2852,73,75,69
2853,73,76,71
2854,73,77,72
2855,73,69,64
2856,73,71,71
2857,73,76,67
2858,73,69,71
2859,73,76,74
2860,73,75,72
2861,73,73,71
2862,73,44,72
2863,73,70,72
2864,73,72,67
2865,73,72,74
2866,73,75,66
2868,73,73,69
2869,73,60,76
2870,73,71,75
2871,73,71,73
2872,73,75,69
2873,73,74,74
2874,73,68,64
2876,73,70,74
2877,73,75,68
2878,73,70,69
2879,73,54,62
2880,73,68,70
2881,73,68,72
2882,73,72,67
2884,73,66,67
2885,73,72,72
2886,73,63,66
2887,73,73,70
2888,73,76,71
2889,73,69,68
2890,73,74,73
2891,73,72,67
2892,73,69,62
2893,73,69,74
2894,73,74,68
2895,73,78,74
2897,73,59,58
2898,73,77,65
2900,73,74,71
2901,73,73,69
2902,73,72,70
2903,73,70,71
2904,73,75,74
2905,73,72,75
2906,73,48,65
2907,73,72,70
2908,73,75,63
2909,73,78,64
2910,73,62,71
2911,73,70,70
2912,73,68,70
2913,73,70,62
2914,73,75,74
2915,73,77,64
2916,73,72,67
2917,73,75,67
2918,73,73,76
2919,73,75,74
2920,73,72,77
2921,73,73,65
2922,73,72,71
2923,73,76,68
2924,73,52,65
2925,73,75,62
2926,73,68,65
2927,73,73,73
2928,73,33,60
2929,73,70,59
2931,73,75,71
2932,73,55,70
2933,73,71,77
2934,73,67,68
2935,73,71,73
2936,73,72,74
2938,73,59,66
2939,73,77,70
2941,73,74,57
2942,73,59,66
2943,73,51,71
2944,73,75,82
2945,73,68,72
2947,73,68,70
2948,73,62,70
2949,73,72,73
2950,73,74,69
2951,73,70,74
2952,73,76,69
2953,73,58,67
2954,73,59,69
2955,73,74,77
2956,73,72,73
2957,73,72,67
2958,73,80,65
2960,73,69,74
2961,73,74,65
2962,73,68,73
2963,73,56,63
2964,73,74,63
2965,73,63,69
2966,73,71,66
2967,73,73,73
2968,73,67,59
2970,73,72,71
2971,73,76,67
2972,73,75,77
2973,73,73,73
2974,73,66,67
2975,73,69,69
2976,73,72,71
2977,73,68,71
2979,73,75,72
2980,73,77,71
2981,73,72,76
2982,73,74,65
2983,73,75,71
2984,73,63,64
2985,73,68,66
2986,73,72,74
2987,73,73,70
2988,73,74,76
2989,73,69,64
2991,73,71,66
2992,73,74,73
2993,73,77,71
2994,73,78,64
2995,73,73,69
2996,73,72,63
2997,73,74,67
2998,73,66,67
2999,73,63,68
3000,73,75,74
3001,73,69,69
3002,73,41,63
3003,73,73,71
3004,73,65,70
3005,73,71,77
3006,73,75,65
3007,73,75,69
3008,73,73,72
3009,73,59,68
3010,73,73,74
3011,73,75,71
3012,73,66,75
3013,73,77,71
3014,73,78,68
3015,73,72,74
3016,73,73,69
3018,73,71,73
3019,73,68,72
3020,73,69,68
3021,73,58,59
3022,73,78,73
3023,73,75,68
3024,73,72,73
3025,73,71,71
3026,73,78,74
3027,73,79,71
3030,73,78,74
3032,73,55,65
3033,73,75,70
3034,73,75,72
3035,73,76,62
3036,73,72,73
3037,73,64,72
3038,73,79,68
3039,73,70,70
3040,73,64,73
3041,73,69,75
3042,73,74,75
3043,73,72,66
3044,73,76,70
3045,73,71,69
3048,73,73,70
3049,73,67,63
3050,73,67,69
3051,73,77,70
3052,73,60,76
3053,73,58,69
3054,73,69,73
3055,73,62,66
3056,73,73,73
3057,73,74,71
3058,73,51,66
3059,73,75,73
3060,73,62,59
3061,73,78,70
3062,73,70,68
3063,73,76,59
3064,73,74,60
3065,73,75,70
3066,73,72,58
3067,73,75,69
3068,73,60,68
3069,73,71,75
3070,73,72,68
3071,73,76,72
3072,73,68,65
3074,73,68,71
3075,73,73,72
3076,73,73,72
3077,73,71,65
3078,73,55,69
3079,73,71,64
3080,73,62,74
3082,73,76,71
3083,73,73,72
3084,73,67,71
3086,73,74,69
3087,73,63,68
3088,73,50,62
3089,73,71,79
3090,73,78,59
3091,73,76,68
3092,73,71,64
3093,73,74,70
3094,73,71,71
3095,73,72,69
3096,73,73,71
3097,73,50,68
3098,73,74,76
3099,73,73,71
3100,73,71,73
3101,73,78,61
3102,73,80,69
3103,73,63,73
3104,73,78,72
3105,73,68,64
3106,73,65,70
3107,73,70,65
3108,73,71,70
3109,73,50,73
3110,73,71,67
3111,73,76,68
3112,73,73,67
3113,73,77,72
3114,73,70,70
3115,73,72,68
3116,73,73,72
3117,73,70,74
3118,73,73,66
3119,73,67,64
3122,73,76,71
3123,73,66,64
3124,73,70,71
3125,73,67,71
3127,73,77,66
3128,73,75,56
3129,73,70,71
3130,73,72,74
3131,73,69,76
3134,73,65,70
3135,73,73,77
3136,73,76,68
3137,73,64,67
3138,73,75,74
3139,73,75,74
3140,73,76,65
3141,73,64,73
3142,73,73,80
3143,73,70,72
3144,73,74,72
3145,73,66,68
3146,73,77,65
3147,73,73,72
3148,73,55,71
3149,73,70,66
3150,73,78,66
3151,73,70,71
3152,73,76,68
3153,73,62,63
3154,73,75,67
3155,73,72,69
3156,73,77,64
3157,73,68,68
3158,73,76,76
3159,73,71,69
3160,73,73,72
3161,73,78,65
3162,73,73,72
3163,73,73,72
3164,73,76,77
3165,73,69,68
3166,73,78,67
3167,73,76,75
3168,73,56,64
3169,73,76,75
3170,73,73,69
3171,73,66,66
3172,73,55,65
3173,73,73,68
3174,73,69,69
3175,73,59,69
3177,73,59,69
3178,73,68,73
3179,73,58,77
3180,73,65,68
3181,73,57,67
3182,73,60,70
3183,73,66,69
3184,73,67,73
3185,73,77,71
3186,73,73,67
3187,73,50,70
3188,73,74,72
3189,73,78,69
3190,73,76,69
3191,73,71,65
3193,73,51,68
3194,73,73,69
3195,73,75,70
3198,73,66,67
3199,73,67,70
3200,73,72,72
3201,73,77,73
3202,73,72,72
3203,73,63,71
3205,73,71,71
3206,73,67,69
3207,73,76,73
3208,73,71,72
3209,73,71,71
3210,73,69,70
3211,73,70,71
3212,73,69,70
3213,73,71,73
3214,73,69,69
3215,73,72,73
3216,73,48,79
3217,73,49,68
3218,73,77,77
3219,73,74,74
3220,73,68,75
3222,73,74,70
3224,73,75,67
3225,73,75,66
3226,73,68,71
3227,73,73,60
3228,73,70,70
3229,73,74,77
3231,73,75,76
3232,73,73,68
3233,73,66,64
3234,73,69,72
3235,73,72,64
3236,73,62,56
3237,73,77,68
3238,73,76,69
3239,73,59,68
3240,73,71,66
3242,73,75,69
3243,73,72,74
3244,73,72,71
3245,73,75,69
3246,73,66,72
3247,73,74,74
3248,73,72,69
3249,73,74,69
3250,73,66,69
3251,73,75,70
3252,73,72,73
3253,73,74,72
3254,73,72,74
3255,73,71,71
3256,73,71,77
3257,73,57,71
3258,72,75,67
3259,72,77,70
3260,72,71,77
3261,72,75,70
3262,72,73,59
3263,72,66,69
3264,72,72,77
3265,72,72,74
3266,72,70,61
3267,72,75,68
3269,72,73,72
3270,72,73,69
3271,72,67,63
3272,72,77,71
3273,72,68,71
3274,72,76,61
3275,72,76,70
3276,72,71,74
3277,72,74,72
3278,72,73,67
3279,72,52,72
3280,72,66,73
3282,72,72,64
3284,72,67,72
3285,72,74,57
3286,72,57,65
3287,72,56,67
3288,72,72,63
3289,72,71,70
3290,72,74,70
3291,72,60,72
3292,72,71,61
3293,72,77,77
3294,72,75,68
3295,72,74,59
3296,72,74,72
3298,72,70,62
3301,72,74,63
3302,72,73,71
3303,72,76,70
3304,72,71,74
3305,72,70,76
3306,72,69,68
3307,72,70,76
3309,72,70,66
3310,72,76,62
3311,72,74,69
3312,72,72,69
3314,72,75,69
3316,72,57,61
3317,72,75,70
3318,72,64,61
3320,72,75,70
3321,72,74,67
3322,72,74,69
3323,72,69,73
3324,72,55,72
3325,72,74,72
3326,72,74,69
3327,72,73,67
3328,72,57,67
3329,72,50,72
3330,72,70,66
3331,72,66,67
3332,72,64,67
3333,72,63,69
3334,72,61,62
3335,72,56,64
3337,72,69,69
3338,72,76,72
3339,72,73,66
3340,72,66,69
3341,72,71,75
3343,72,75,69
3344,72,76,71
3345,72,68,69
3346,72,68,72
3347,72,72,72
3348,72,68,71
3349,72,73,71
3350,72,59,72
3351,72,73,73
3353,72,69,66
3354,72,61,72
3355,72,70,69
3356,72,62,67
3357,72,70,66
3358,72,72,65
3359,72,68,68
3360,72,61,66
3361,72,78,73
3362,72,55,56
3363,72,63,62
3364,72,72,70
3365,72,71,66
3366,72,52,65
3367,72,72,70
3368,72,59,67
3369,72,73,71
3370,72,68,65
3371,72,72,65
3372,72,75,75
3373,72,77,67
3374,72,66,70
3375,72,73,69
3376,72,64,67
3377,72,74,70
3378,72,75,73
3379,72,49,61
3380,72,70,67
3381,72,71,67
3382,72,70,71
3383,72,73,66
3384,72,71,71
3385,72,57,69
3386,72,67,69
3387,72,73,76
3389,72,69,68
3390,72,76,71
3391,72,70,58
3392,72,55,64
3393,72,54,60
3394,72,54,65
3395,72,70,72
3396,72,67,73
3397,72,70,73
3398,72,71,64
3399,72,70,70
3400,72,70,70
3401,72,77,59
3402,72,65,68
3404,72,77,73
3405,72,73,69
3406,72,51,70
3407,72,74,72
3408,72,62,70
3409,72,72,69
3410,72,74,68
3411,72,72,71
3412,72,58,72
3413,72,71,72
3415,72,80,69
3416,72,61,72
3417,72,76,69
3418,72,71,71
3419,72,73,62
3420,72,51,56
3421,72,55,64
3422,72,71,64
3423,72,70,69
3424,72,76,72
3425,72,65,65
3427,72,67,67
3428,72,55,66
3429,72,52,68
3430,72,43,71
3431,72,72,67
3433,72,71,60
3434,72,63,66
3435,72,75,68
3436,72,63,72
3437,72,59,67
3438,72,74,62
3439,72,67,69
3440,72,70,68
3441,72,51,67
3442,72,74,71
3443,72,76,65
3444,72,70,75
3445,72,78,78
3446,72,76,66
3447,72,58,65
3448,72,71,71
3449,72,64,64
3450,72,61,59
3451,72,70,74
3452,72,72,66
3453,72,68,67
3454,72,73,68
3455,72,72,68
3457,72,74,65
3458,72,56,70
3459,72,74,73
3460,72,71,72
3461,72,77,64
3462,72,49,73
3463,72,68,68
3464,72,71,67
3465,72,70,70
3466,72,49,69
3467,72,70,65
3468,72,63,68
3469,72,56,67
3470,72,66,68
3471,72,68,70
3472,72,73,62
3473,72,72,64
3474,72,74,69
3475,72,72,71
3476,72,77,70
3477,72,46,63
3478,72,58,65
3479,72,68,69
3480,72,74,64
3481,72,73,76
3482,72,52,63
3483,72,70,80
3485,72,70,67
3486,72,71,65
3487,72,73,72
3488,72,74,74
3489,72,71,63
3490,72,49,66
3491,72,77,63
3492,72,47,65
3493,72,73,70
3494,72,68,70
3495,72,73,76
3496,72,65,67
3497,72,67,66
3498,72,72,64
3499,72,72,62
3500,72,63,76
3501,72,67,68
3502,72,65,71
3503,72,55,72
3504,72,73,66
3505,72,74,68
3506,72,66,68
3507,72,73,59
3509,72,55,66
3510,72,70,66
3511,72,76,71
3512,72,61,62
3513,72,75,71
3514,72,68,63
3515,72,70,69
3516,72,43,70
3517,72,59,72
3518,72,54,65
3519,72,70,67
3520,72,71,68
3521,72,68,74
3522,72,73,67
3523,72,77,67
3524,72,77,74
3525,72,72,65
3526,72,72,64
3527,72,54,64
3528,72,77,73
3529,72,81,68
3530,72,65,67
3531,72,71,66
3532,72,63,71
3533,72,75,66
3535,72,72,71
3536,72,55,73
3537,72,76,67
3538,72,40,70
3540,72,74,67
3541,72,72,64
3542,72,58,70
3544,72,71,71
3545,72,81,73
3546,72,66,73
3548,72,72,67
